year,bula_h,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Baden-Wuerttemberg,Satisfactory,0.25004,478,1725,0.22960,0.27048
1999,Baden-Wuerttemberg,Poor,0.12695,229,1725,0.11124,0.14267
1999,Baden-Wuerttemberg,Bad,0.04168,74,1725,0.03225,0.05112
1999,Bavaria,Very good,0.09324,227,1787,0.07976,0.10673
1999,Bavaria,Good,0.30980,745,1787,0.28835,0.33125
1999,Bavaria,Satisfactory,0.26271,533,1787,0.24230,0.28312
1999,Bavaria,Poor,0.12197,222,1787,0.10680,0.13715
1999,Bavaria,Bad,0.03826,60,1787,0.02937,0.04716
1999,Berlin,Very good,0.09192,66,496,0.06646,0.11737
1999,Berlin,Good,0.28231,180,496,0.24266,0.32197
1999,Berlin,Satisfactory,0.28353,171,496,0.24383,0.32324
1999,Berlin,Poor,0.13742,79,496,0.10709,0.16775
1999,Brandenburg,Good,0.30720,226,549,0.26857,0.34582
1999,Brandenburg,Satisfactory,0.34390,241,549,0.30412,0.38367
1999,Brandenburg,Poor,0.11908,82,549,0.09196,0.14619
1999,Mecklenburg-Western Pomerania,Good,0.37886,189,363,0.32889,0.42883
1999,Mecklenburg-Western Pomerania,Satisfactory,0.28158,127,363,0.23525,0.32792
1999,Mecklenburg-Western Pomerania,Poor,0.08841,47,363,0.05916,0.11765
1999,Saxony,Very good,0.06084,96,1125,0.04687,0.07482
1999,Saxony,Good,0.33600,470,1125,0.30839,0.36362
1999,Saxony,Satisfactory,0.31104,420,1125,0.28397,0.33810
1999,Saxony,Poor,0.11073,139,1125,0.09239,0.12908
1999,Saxony-Anhalt,Very good,0.05474,44,691,0.03776,0.07171
1999,Saxony-Anhalt,Good,0.33942,281,691,0.30409,0.37476
1999,Saxony-Anhalt,Satisfactory,0.32266,245,691,0.28778,0.35755
1999,Saxony-Anhalt,Poor,0.11189,86,691,0.08837,0.13542
1999,Saxony-Anhalt,Bad,0.05144,35,691,0.03495,0.06792
1999,Thuringa,Very good,0.04645,42,718,0.03105,0.06186
1999,Thuringa,Good,0.29404,286,718,0.26069,0.32738
1999,Thuringa,Satisfactory,0.31700,278,718,0.28294,0.35106
1999,Thuringa,Poor,0.10551,78,718,0.08302,0.12800
1999,Thuringa,Bad,0.05358,34,718,0.03710,0.07006
2000,Schleswig-Holstein,Very good,0.14453,139,682,0.11812,0.17094
2000,Schleswig-Holstein,Good,0.30443,269,682,0.26987,0.33899
2000,Schleswig-Holstein,Satisfactory,0.25215,198,682,0.21953,0.28476
2000,Schleswig-Holstein,Poor,0.09771,76,682,0.07541,0.12001
2000,Hamburg,Very good,0.09997,38,283,0.06496,0.13498
2000,Hamburg,Good,0.37319,134,283,0.31674,0.42964
2000,Hamburg,Satisfactory,0.21988,77,283,0.17154,0.26821
2000,Hamburg,Poor,0.10988,34,283,0.07337,0.14638
2000,Lower Saxony,Very good,0.08296,213,2023,0.07094,0.09498
2000,Lower Saxony,Good,0.31589,831,2023,0.29563,0.33615
2000,Lower Saxony,Satisfactory,0.28896,704,2023,0.26920,0.30871
2000,Lower Saxony,Poor,0.09745,218,2023,0.08452,0.11038
2000,Lower Saxony,Bad,0.02384,57,2023,0.01719,0.03049
2000,Bremen,Good,0.33033,74,128,0.24853,0.41213
2000,Bremen,Satisfactory,0.25837,54,128,0.18224,0.33451
2000,North Rhine-Westphalia,Very good,0.08083,523,5133,0.07337,0.08829
2000,North Rhine-Westphalia,Good,0.31271,2040,5133,0.30003,0.32539
2000,North Rhine-Westphalia,Satisfactory,0.29224,1739,5133,0.27980,0.30469
2000,North Rhine-Westphalia,Poor,0.11064,647,5133,0.10206,0.11923
2000,North Rhine-Westphalia,Bad,0.03350,184,5133,0.02858,0.03842
2000,Hesse,Very good,0.09470,203,1671,0.08066,0.10875
2000,Hesse,Good,0.31416,669,1671,0.29189,0.33642
2000,Hesse,Satisfactory,0.25577,506,1671,0.23484,0.27669
2000,Hesse,Poor,0.12437,228,1671,0.10854,0.14019
2000,Hesse,Bad,0.03246,65,1671,0.02396,0.04096
2000,"Rhineland-Palatinate, Saarland",Very good,0.07490,134,1461,0.06140,0.08841
2000,"Rhineland-Palatinate, Saarland",Good,0.30846,597,1461,0.28477,0.33215
2000,"Rhineland-Palatinate, Saarland",Satisfactory,0.27124,473,1461,0.24843,0.29405
2000,"Rhineland-Palatinate, Saarland",Poor,0.11754,205,1461,0.10102,0.13407
2000,"Rhineland-Palatinate, Saarland",Bad,0.03145,52,1461,0.02250,0.04041
2000,Baden-Wuerttemberg,Very good,0.10743,401,2948,0.09625,0.11861
2000,Baden-Wuerttemberg,Good,0.31963,1284,2948,0.30280,0.33647
2000,Baden-Wuerttemberg,Satisfactory,0.25045,821,2948,0.23481,0.26610
2000,Baden-Wuerttemberg,Poor,0.09066,340,2948,0.08030,0.10103
2000,Baden-Wuerttemberg,Bad,0.03357,102,2948,0.02707,0.04007
2000,Bavaria,Very good,0.10945,455,3364,0.09889,0.12000
2000,Bavaria,Good,0.31838,1343,3364,0.30263,0.33412
2000,Bavaria,Satisfactory,0.26821,1062,3364,0.25324,0.28318
2000,Bavaria,Poor,0.10754,399,3364,0.09707,0.11801
2000,Bavaria,Bad,0.03154,105,3364,0.02563,0.03745
2000,Berlin,Very good,0.10640,104,779,0.08473,0.12807
2000,Berlin,Good,0.27285,292,779,0.24155,0.30415
2000,Berlin,Satisfactory,0.28946,281,779,0.25759,0.32133
2000,Berlin,Poor,0.11290,102,779,0.09066,0.13514
2000,Brandenburg,Very good,0.06589,79,1017,0.05063,0.08114
2000,Brandenburg,Good,0.30799,382,1017,0.27960,0.33637
2000,Brandenburg,Satisfactory,0.31402,365,1017,0.28548,0.34256
2000,Brandenburg,Poor,0.13749,154,1017,0.11632,0.15867
2000,Brandenburg,Bad,0.03504,37,1017,0.02373,0.04634
2000,Mecklenburg-Western Pomerania,Very good,0.09011,59,553,0.06623,0.11400
2000,Mecklenburg-Western Pomerania,Good,0.31203,230,553,0.27338,0.35069
2000,Mecklenburg-Western Pomerania,Satisfactory,0.32711,202,553,0.28797,0.36624
2000,Mecklenburg-Western Pomerania,Poor,0.09620,62,553,0.07160,0.12080
2000,Saxony,Very good,0.07162,157,1773,0.05961,0.08362
2000,Saxony,Good,0.33032,741,1773,0.30842,0.35222
2000,Saxony,Satisfactory,0.29781,620,1773,0.27652,0.31910
2000,Saxony,Poor,0.10916,205,1773,0.09464,0.12368
2000,Saxony,Bad,0.02801,50,1773,0.02033,0.03569
2000,Saxony-Anhalt,Very good,0.04865,63,1059,0.03569,0.06162
2000,Saxony-Anhalt,Good,0.31227,408,1059,0.28435,0.34020
2000,Saxony-Anhalt,Satisfactory,0.31555,372,1059,0.28755,0.34355
2000,Saxony-Anhalt,Poor,0.13930,156,1059,0.11844,0.16017
2000,Saxony-Anhalt,Bad,0.05692,60,1059,0.04296,0.07088
2000,Thuringa,Very good,0.06386,82,1052,0.04908,0.07864
2000,Thuringa,Good,0.34316,458,1052,0.31446,0.37186
2000,Thuringa,Satisfactory,0.28114,333,1052,0.25396,0.30832
2000,Thuringa,Poor,0.11381,137,1052,0.09461,0.13301
2000,Thuringa,Bad,0.04633,42,1052,0.03362,0.05903
2001,Schleswig-Holstein,Very good,0.13578,134,622,0.10884,0.16272
2001,Schleswig-Holstein,Good,0.30852,238,622,0.27219,0.34485
2001,Schleswig-Holstein,Satisfactory,0.24640,182,622,0.21250,0.28029
2001,Schleswig-Holstein,Poor,0.09437,68,622,0.07138,0.11736
2001,Hamburg,Very good,0.14388,53,258,0.10097,0.18679
2001,Hamburg,Good,0.33317,109,258,0.27554,0.39079
2001,Hamburg,Satisfactory,0.20063,62,258,0.15167,0.24959
2001,Hamburg,Poor,0.12342,34,258,0.08320,0.16363
2001,Lower Saxony,Very good,0.07783,180,1851,0.06562,0.09004
2001,Lower Saxony,Good,0.29371,738,1851,0.27295,0.31446
2001,Lower Saxony,Satisfactory,0.29486,648,1851,0.27408,0.31563
2001,Lower Saxony,Poor,0.11381,226,1851,0.09934,0.12828
2001,Lower Saxony,Bad,0.03009,59,1851,0.02231,0.03787
2001,Bremen,Good,0.31950,61,114,0.23352,0.40547
2001,Bremen,Satisfactory,0.30750,53,114,0.22241,0.39258
2001,North Rhine-Westphalia,Very good,0.07813,484,4642,0.07041,0.08586
2001,North Rhine-Westphalia,Good,0.32276,1891,4642,0.30931,0.33621
2001,North Rhine-Westphalia,Satisfactory,0.27804,1512,4642,0.26515,0.29093
2001,North Rhine-Westphalia,Poor,0.11447,588,4642,0.10531,0.12363
2001,North Rhine-Westphalia,Bad,0.03467,167,4642,0.02941,0.03993
2001,Hesse,Very good,0.07997,149,1477,0.06613,0.09380
2001,Hesse,Good,0.31172,592,1477,0.28809,0.33535
2001,Hesse,Satisfactory,0.27732,499,1477,0.25448,0.30016
2001,Hesse,Poor,0.12165,192,1477,0.10498,0.13833
2001,Hesse,Bad,0.02737,45,1477,0.01904,0.03569
2001,"Rhineland-Palatinate, Saarland",Very good,0.08170,133,1351,0.06709,0.09631
2001,"Rhineland-Palatinate, Saarland",Good,0.29421,517,1351,0.26990,0.31852
2001,"Rhineland-Palatinate, Saarland",Satisfactory,0.28589,485,1351,0.26178,0.30999
2001,"Rhineland-Palatinate, Saarland",Poor,0.10469,171,1351,0.08836,0.12102
2001,"Rhineland-Palatinate, Saarland",Bad,0.02857,45,1351,0.01968,0.03745
2001,Baden-Wuerttemberg,Very good,0.10764,344,2598,0.09572,0.11956
2001,Baden-Wuerttemberg,Good,0.32057,1112,2598,0.30262,0.33852
2001,Baden-Wuerttemberg,Satisfactory,0.24940,739,2598,0.23276,0.26604
2001,Baden-Wuerttemberg,Poor,0.09399,311,2598,0.08276,0.10521
2001,Baden-Wuerttemberg,Bad,0.03110,92,2598,0.02442,0.03777
2001,Bavaria,Very good,0.13323,469,3033,0.12113,0.14532
2001,Bavaria,Good,0.31055,1193,3033,0.29408,0.32702
2001,Bavaria,Satisfactory,0.24980,898,3033,0.23439,0.26521
2001,Bavaria,Poor,0.11684,381,3033,0.10541,0.12828
2001,Bavaria,Bad,0.02915,92,3033,0.02316,0.03514
2001,Berlin,Very good,0.07996,86,763,0.06071,0.09922
2001,Berlin,Good,0.31566,301,763,0.28266,0.34866
2001,Berlin,Satisfactory,0.28120,268,763,0.24927,0.31312
2001,Berlin,Poor,0.11351,108,763,0.09099,0.13603
2001,Brandenburg,Very good,0.05767,61,954,0.04287,0.07248
2001,Brandenburg,Good,0.30434,353,954,0.27513,0.33356
2001,Brandenburg,Satisfactory,0.33269,370,954,0.30278,0.36261
2001,Brandenburg,Poor,0.12992,131,954,0.10857,0.15127
2001,Brandenburg,Bad,0.03709,39,954,0.02509,0.04909
2001,Mecklenburg-Western Pomerania,Very good,0.08426,48,493,0.05971,0.10880
2001,Mecklenburg-Western Pomerania,Good,0.30475,209,493,0.26407,0.34542
2001,Mecklenburg-Western Pomerania,Satisfactory,0.31520,173,493,0.27415,0.35625
2001,Mecklenburg-Western Pomerania,Poor,0.11401,63,493,0.08592,0.14209
2001,Saxony,Very good,0.05817,128,1640,0.04684,0.06951
2001,Saxony,Good,0.33428,681,1640,0.31144,0.35712
2001,Saxony,Satisfactory,0.31729,592,1640,0.29475,0.33982
2001,Saxony,Poor,0.11074,191,1640,0.09555,0.12593
2001,Saxony,Bad,0.02920,48,1640,0.02105,0.03735
2001,Saxony-Anhalt,Very good,0.03720,54,1002,0.02547,0.04892
2001,Saxony-Anhalt,Good,0.33922,407,1002,0.30989,0.36855
2001,Saxony-Anhalt,Satisfactory,0.28733,318,1002,0.25930,0.31536
2001,Saxony-Anhalt,Poor,0.15726,167,1002,0.13471,0.17982
2001,Saxony-Anhalt,Bad,0.05547,56,1002,0.04129,0.06965
2001,Thuringa,Very good,0.06339,81,964,0.04800,0.07878
2001,Thuringa,Good,0.32051,398,964,0.29104,0.34999
2001,Thuringa,Satisfactory,0.32392,339,964,0.29437,0.35348
2001,Thuringa,Poor,0.11734,108,964,0.09701,0.13766
2001,Thuringa,Bad,0.03931,38,964,0.02704,0.05159
2002,Schleswig-Holstein,Very good,0.10965,120,692,0.08635,0.13294
2002,Schleswig-Holstein,Good,0.31318,284,692,0.27860,0.34776
2002,Schleswig-Holstein,Satisfactory,0.28514,219,692,0.25147,0.31880
2002,Schleswig-Holstein,Poor,0.08408,69,692,0.06339,0.10477
2002,Hamburg,Very good,0.11511,55,311,0.07958,0.15064
2002,Hamburg,Good,0.37884,150,311,0.32484,0.43284
2002,Hamburg,Satisfactory,0.20707,72,311,0.16196,0.25218
2002,Hamburg,Poor,0.11076,34,311,0.07583,0.14570
2002,Lower Saxony,Very good,0.06842,182,1972,0.05727,0.07956
2002,Lower Saxony,Good,0.29589,800,1972,0.27574,0.31604
2002,Lower Saxony,Satisfactory,0.30016,682,1972,0.27993,0.32040
2002,Lower Saxony,Poor,0.11808,247,1972,0.10383,0.13232
2002,Lower Saxony,Bad,0.03047,61,1972,0.02288,0.03806
2002,Bremen,Good,0.30214,70,115,0.21785,0.38643
2002,Bremen,Satisfactory,0.26513,45,115,0.18410,0.34616
2002,North Rhine-Westphalia,Very good,0.07791,496,4862,0.07038,0.08545
2002,North Rhine-Westphalia,Good,0.31790,1961,4862,0.30481,0.33099
2002,North Rhine-Westphalia,Satisfactory,0.28957,1644,4862,0.27682,0.30232
2002,North Rhine-Westphalia,Poor,0.11581,606,4862,0.10681,0.12480
2002,North Rhine-Westphalia,Bad,0.03218,155,4862,0.02722,0.03714
2002,Hesse,Very good,0.06235,144,1638,0.05063,0.07406
2002,Hesse,Good,0.30985,694,1638,0.28745,0.33225
2002,Hesse,Satisfactory,0.27372,509,1638,0.25212,0.29532
2002,Hesse,Poor,0.12589,228,1638,0.10982,0.14196
2002,Hesse,Bad,0.03955,63,1638,0.03011,0.04899
2002,"Rhineland-Palatinate, Saarland",Very good,0.08387,141,1376,0.06922,0.09852
2002,"Rhineland-Palatinate, Saarland",Good,0.29273,544,1376,0.26868,0.31679
2002,"Rhineland-Palatinate, Saarland",Satisfactory,0.27989,464,1376,0.25616,0.30362
2002,"Rhineland-Palatinate, Saarland",Poor,0.10934,179,1376,0.09284,0.12583
2002,"Rhineland-Palatinate, Saarland",Bad,0.03380,48,1376,0.02425,0.04336
2002,Baden-Wuerttemberg,Very good,0.07415,315,2794,0.06443,0.08387
2002,Baden-Wuerttemberg,Good,0.34282,1251,2794,0.32521,0.36042
2002,Baden-Wuerttemberg,Satisfactory,0.25714,812,2794,0.24093,0.27335
2002,Baden-Wuerttemberg,Poor,0.10218,332,2794,0.09095,0.11342
2002,Baden-Wuerttemberg,Bad,0.02890,84,2794,0.02268,0.03511
2002,Bavaria,Very good,0.09339,396,3249,0.08338,0.10340
2002,Bavaria,Good,0.31006,1342,3249,0.29415,0.32597
2002,Bavaria,Satisfactory,0.28029,1023,3249,0.26484,0.29574
2002,Bavaria,Poor,0.11289,389,3249,0.10201,0.12378
2002,Bavaria,Bad,0.03477,99,3249,0.02847,0.04107
2002,Berlin,Very good,0.07408,84,799,0.05591,0.09225
2002,Berlin,Good,0.26651,299,799,0.23583,0.29719
2002,Berlin,Satisfactory,0.33863,302,799,0.30579,0.37146
2002,Berlin,Poor,0.12319,114,799,0.10039,0.14599
2002,Brandenburg,Very good,0.04884,54,960,0.03520,0.06248
2002,Brandenburg,Good,0.31793,356,960,0.28846,0.34740
2002,Brandenburg,Satisfactory,0.32519,370,960,0.29554,0.35484
2002,Brandenburg,Poor,0.14462,144,960,0.12236,0.16688
2002,Brandenburg,Bad,0.03485,36,960,0.02324,0.04645
2002,Mecklenburg-Western Pomerania,Very good,0.08654,50,504,0.06197,0.11112
2002,Mecklenburg-Western Pomerania,Good,0.28719,212,504,0.24765,0.32673
2002,Mecklenburg-Western Pomerania,Satisfactory,0.30488,165,504,0.26465,0.34512
2002,Mecklenburg-Western Pomerania,Poor,0.15227,77,504,0.12087,0.18366
2002,Saxony,Very good,0.06698,147,1644,0.05489,0.07906
2002,Saxony,Good,0.33489,675,1644,0.31207,0.35771
2002,Saxony,Satisfactory,0.31026,572,1644,0.28789,0.33263
2002,Saxony,Poor,0.11507,208,1644,0.09964,0.13050
2002,Saxony,Bad,0.02903,42,1644,0.02091,0.03715
2002,Saxony-Anhalt,Very good,0.05970,71,970,0.04478,0.07462
2002,Saxony-Anhalt,Good,0.32097,389,970,0.29157,0.35036
2002,Saxony-Anhalt,Satisfactory,0.32050,336,970,0.29112,0.34988
2002,Saxony-Anhalt,Poor,0.11977,125,970,0.09933,0.14022
2002,Saxony-Anhalt,Bad,0.05589,49,970,0.04142,0.07035
2002,Thuringa,Very good,0.05400,71,965,0.03973,0.06826
2002,Thuringa,Good,0.36763,435,965,0.33719,0.39807
2002,Thuringa,Satisfactory,0.28208,312,965,0.25367,0.31049
2002,Thuringa,Poor,0.12355,115,965,0.10278,0.14433
2002,Thuringa,Bad,0.03194,32,965,0.02084,0.04304
2003,Schleswig-Holstein,Very good,0.10906,102,643,0.08495,0.13317
2003,Schleswig-Holstein,Good,0.33093,277,643,0.29453,0.36733
2003,Schleswig-Holstein,Satisfactory,0.26916,200,643,0.23486,0.30347
2003,Schleswig-Holstein,Poor,0.09402,64,643,0.07144,0.11660
2003,Hamburg,Very good,0.08348,41,281,0.05108,0.11588
2003,Hamburg,Good,0.34083,120,281,0.28531,0.39635
2003,Hamburg,Satisfactory,0.23160,74,281,0.18219,0.28102
2003,Hamburg,Poor,0.14838,46,281,0.10674,0.19001
2003,Lower Saxony,Very good,0.06848,188,1904,0.05714,0.07983
2003,Lower Saxony,Good,0.31206,780,1904,0.29124,0.33288
2003,Lower Saxony,Satisfactory,0.28640,637,1904,0.26609,0.30672
2003,Lower Saxony,Poor,0.12547,238,1904,0.11058,0.14035
2003,Lower Saxony,Bad,0.03179,61,1904,0.02391,0.03967
2003,Bremen,Very good,0.10497,34,146,0.05508,0.15486
2003,Bremen,Good,0.29585,61,146,0.22156,0.37014
2003,Bremen,Satisfactory,0.28746,51,146,0.21379,0.36112
2003,North Rhine-Westphalia,Very good,0.06658,411,4661,0.05942,0.07374
2003,North Rhine-Westphalia,Good,0.32990,1941,4661,0.31640,0.34340
2003,North Rhine-Westphalia,Satisfactory,0.27962,1541,4661,0.26674,0.29251
2003,North Rhine-Westphalia,Poor,0.11706,608,4661,0.10783,0.12629
2003,North Rhine-Westphalia,Bad,0.03476,160,4661,0.02950,0.04002
2003,Hesse,Very good,0.07567,150,1495,0.06226,0.08908
2003,Hesse,Good,0.32301,636,1495,0.29930,0.34672
2003,Hesse,Satisfactory,0.25820,464,1495,0.23601,0.28040
2003,Hesse,Poor,0.11081,181,1495,0.09489,0.12673
2003,Hesse,Bad,0.04162,64,1495,0.03150,0.05175
2003,"Rhineland-Palatinate, Saarland",Very good,0.09297,143,1353,0.07749,0.10845
2003,"Rhineland-Palatinate, Saarland",Good,0.32304,559,1353,0.29811,0.34797
2003,"Rhineland-Palatinate, Saarland",Satisfactory,0.25917,420,1353,0.23581,0.28253
2003,"Rhineland-Palatinate, Saarland",Poor,0.11328,192,1353,0.09639,0.13018
2003,"Rhineland-Palatinate, Saarland",Bad,0.02902,39,1353,0.02007,0.03796
2003,Baden-Wuerttemberg,Very good,0.10262,393,2685,0.09114,0.11411
2003,Baden-Wuerttemberg,Good,0.31136,1122,2685,0.29384,0.32888
2003,Baden-Wuerttemberg,Satisfactory,0.24717,751,2685,0.23085,0.26349
2003,Baden-Wuerttemberg,Poor,0.11066,334,2685,0.09879,0.12253
2003,Baden-Wuerttemberg,Bad,0.03134,85,2685,0.02474,0.03793
2003,Bavaria,Very good,0.07743,335,3120,0.06805,0.08681
2003,Bavaria,Good,0.34358,1390,3120,0.32692,0.36025
2003,Bavaria,Satisfactory,0.26243,933,3120,0.24699,0.27787
2003,Bavaria,Poor,0.11632,368,3120,0.10507,0.12757
2003,Bavaria,Bad,0.03273,94,3120,0.02649,0.03898
2003,Berlin,Very good,0.07997,88,822,0.06142,0.09852
2003,Berlin,Good,0.31720,315,822,0.28536,0.34903
2003,Berlin,Satisfactory,0.28201,275,822,0.25123,0.31279
2003,Berlin,Poor,0.12126,112,822,0.09894,0.14359
2003,Berlin,Bad,0.03802,32,822,0.02494,0.05110
2003,Brandenburg,Very good,0.05169,61,938,0.03751,0.06586
2003,Brandenburg,Good,0.31891,360,938,0.28907,0.34875
2003,Brandenburg,Satisfactory,0.32249,344,938,0.29256,0.35242
2003,Brandenburg,Poor,0.12334,128,938,0.10229,0.14440
2003,Brandenburg,Bad,0.05015,45,938,0.03618,0.06413
2003,Mecklenburg-Western Pomerania,Very good,0.07997,51,513,0.05647,0.10346
2003,Mecklenburg-Western Pomerania,Good,0.29321,204,513,0.25377,0.33264
2003,Mecklenburg-Western Pomerania,Satisfactory,0.34191,187,513,0.30082,0.38300
2003,Mecklenburg-Western Pomerania,Poor,0.12234,71,513,0.09395,0.15072
2003,Saxony,Very good,0.05824,123,1608,0.04679,0.06969
2003,Saxony,Good,0.34800,686,1608,0.32471,0.37129
2003,Saxony,Satisfactory,0.29184,533,1608,0.26961,0.31406
2003,Saxony,Poor,0.12163,214,1608,0.10565,0.13761
2003,Saxony,Bad,0.04062,52,1608,0.03096,0.05027
2003,Saxony-Anhalt,Very good,0.04731,67,933,0.03368,0.06094
2003,Saxony-Anhalt,Good,0.35099,387,933,0.32035,0.38164
2003,Saxony-Anhalt,Satisfactory,0.29608,305,933,0.26677,0.32539
2003,Saxony-Anhalt,Poor,0.12149,129,933,0.10052,0.14246
2003,Saxony-Anhalt,Bad,0.05980,45,933,0.04458,0.07502
2003,Thuringa,Very good,0.05468,56,952,0.04023,0.06913
2003,Thuringa,Good,0.35832,433,952,0.32784,0.38880
2003,Thuringa,Satisfactory,0.29256,304,952,0.26364,0.32147
2003,Thuringa,Poor,0.12314,125,952,0.10225,0.14402
2003,Thuringa,Bad,0.03814,34,952,0.02596,0.05031
2004,Schleswig-Holstein,Very good,0.14990,123,645,0.12233,0.17747
2004,Schleswig-Holstein,Good,0.32996,275,645,0.29365,0.36628
2004,Schleswig-Holstein,Satisfactory,0.24553,183,645,0.21229,0.27877
2004,Schleswig-Holstein,Poor,0.08114,64,645,0.06005,0.10223
2004,Hamburg,Very good,0.09216,40,279,0.05816,0.12617
2004,Hamburg,Good,0.37016,133,279,0.31340,0.42692
2004,Hamburg,Satisfactory,0.20986,71,279,0.16200,0.25773
2004,Hamburg,Poor,0.11931,35,279,0.08120,0.15741
2004,Lower Saxony,Very good,0.06861,190,1883,0.05719,0.08003
2004,Lower Saxony,Good,0.30706,750,1883,0.28622,0.32790
2004,Lower Saxony,Satisfactory,0.28487,641,1883,0.26448,0.30527
2004,Lower Saxony,Poor,0.12887,244,1883,0.11374,0.14401
2004,Lower Saxony,Bad,0.03302,58,1883,0.02495,0.04110
2004,Bremen,Good,0.32263,71,120,0.23863,0.40662
2004,Bremen,Satisfactory,0.28186,49,120,0.20102,0.36270
2004,North Rhine-Westphalia,Very good,0.07843,432,4535,0.07061,0.08626
2004,North Rhine-Westphalia,Good,0.31895,1867,4535,0.30538,0.33252
2004,North Rhine-Westphalia,Satisfactory,0.26242,1427,4535,0.24962,0.27523
2004,North Rhine-Westphalia,Poor,0.13374,617,4535,0.12383,0.14364
2004,North Rhine-Westphalia,Bad,0.04272,192,4535,0.03683,0.04860
2004,Hesse,Very good,0.07555,135,1441,0.06190,0.08920
2004,Hesse,Good,0.30329,600,1441,0.27955,0.32703
2004,Hesse,Satisfactory,0.26485,460,1441,0.24206,0.28764
2004,Hesse,Poor,0.12476,195,1441,0.10769,0.14183
2004,Hesse,Bad,0.03417,51,1441,0.02479,0.04356
2004,"Rhineland-Palatinate, Saarland",Very good,0.09095,147,1302,0.07532,0.10657
2004,"Rhineland-Palatinate, Saarland",Good,0.28387,514,1302,0.25937,0.30837
2004,"Rhineland-Palatinate, Saarland",Satisfactory,0.27528,410,1302,0.25101,0.29955
2004,"Rhineland-Palatinate, Saarland",Poor,0.12992,181,1302,0.11165,0.14819
2004,"Rhineland-Palatinate, Saarland",Bad,0.03723,50,1302,0.02694,0.04752
2004,Baden-Wuerttemberg,Very good,0.08627,312,2601,0.07548,0.09706
2004,Baden-Wuerttemberg,Good,0.31911,1146,2601,0.30119,0.33702
2004,Baden-Wuerttemberg,Satisfactory,0.24450,727,2601,0.22798,0.26102
2004,Baden-Wuerttemberg,Poor,0.11723,315,2601,0.10486,0.12959
2004,Baden-Wuerttemberg,Bad,0.04067,101,2601,0.03307,0.04826
2004,Bavaria,Very good,0.09326,366,3037,0.08292,0.10360
2004,Bavaria,Good,0.32906,1297,3037,0.31235,0.34578
2004,Bavaria,Satisfactory,0.25715,887,3037,0.24160,0.27269
2004,Bavaria,Poor,0.12779,401,3037,0.11592,0.13967
2004,Bavaria,Bad,0.03317,86,3037,0.02680,0.03954
2004,Berlin,Very good,0.09833,94,802,0.07771,0.11895
2004,Berlin,Good,0.28678,305,802,0.25546,0.31810
2004,Berlin,Satisfactory,0.29678,264,802,0.26514,0.32842
2004,Berlin,Poor,0.11850,104,802,0.09612,0.14089
2004,Berlin,Bad,0.04074,35,802,0.02705,0.05443
2004,Brandenburg,Very good,0.04911,55,903,0.03500,0.06321
2004,Brandenburg,Good,0.31595,350,903,0.28561,0.34629
2004,Brandenburg,Satisfactory,0.29734,320,903,0.26751,0.32717
2004,Brandenburg,Poor,0.14919,133,903,0.12594,0.17244
2004,Brandenburg,Bad,0.05791,45,903,0.04266,0.07315
2004,Mecklenburg-Western Pomerania,Very good,0.06968,36,493,0.04718,0.09217
2004,Mecklenburg-Western Pomerania,Good,0.29405,210,493,0.25379,0.33431
2004,Mecklenburg-Western Pomerania,Satisfactory,0.33427,185,493,0.29258,0.37595
2004,Mecklenburg-Western Pomerania,Poor,0.12970,62,493,0.10001,0.15939
2004,Saxony,Very good,0.06333,122,1565,0.05126,0.07540
2004,Saxony,Good,0.32865,645,1565,0.30537,0.35193
2004,Saxony,Satisfactory,0.29763,527,1565,0.27497,0.32029
2004,Saxony,Poor,0.14162,221,1565,0.12434,0.15890
2004,Saxony,Bad,0.03393,50,1565,0.02496,0.04291
2004,Saxony-Anhalt,Very good,0.05267,71,921,0.03824,0.06711
2004,Saxony-Anhalt,Good,0.33549,367,921,0.30498,0.36600
2004,Saxony-Anhalt,Satisfactory,0.30426,318,921,0.27453,0.33399
2004,Saxony-Anhalt,Poor,0.13974,130,921,0.11733,0.16214
2004,Saxony-Anhalt,Bad,0.04453,35,921,0.03120,0.05786
2004,Thuringa,Very good,0.05507,57,942,0.04050,0.06965
2004,Thuringa,Good,0.36615,422,942,0.33537,0.39693
2004,Thuringa,Satisfactory,0.29189,316,942,0.26284,0.32094
2004,Thuringa,Poor,0.11520,110,942,0.09480,0.13560
2004,Thuringa,Bad,0.03725,37,942,0.02515,0.04935
2005,Schleswig-Holstein,Very good,0.14484,112,619,0.11709,0.17259
2005,Schleswig-Holstein,Good,0.31701,258,619,0.28032,0.35370
2005,Schleswig-Holstein,Satisfactory,0.24798,180,619,0.21393,0.28203
2005,Schleswig-Holstein,Poor,0.09719,69,619,0.07383,0.12054
2005,Hamburg,Very good,0.12466,40,249,0.08355,0.16577
2005,Hamburg,Good,0.37480,130,249,0.31455,0.43505
2005,Hamburg,Satisfactory,0.24460,79,249,0.19110,0.29810
2005,Lower Saxony,Very good,0.06148,147,1780,0.05032,0.07264
2005,Lower Saxony,Good,0.29592,685,1780,0.27470,0.31713
2005,Lower Saxony,Satisfactory,0.30338,630,1780,0.28202,0.32474
2005,Lower Saxony,Poor,0.13611,263,1780,0.12017,0.15204
2005,Lower Saxony,Bad,0.03052,55,1780,0.02253,0.03852
