year,quintil_oecd_hh,regtyp,hlf0291,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,1st Quintile,Rural regions,Yes,0.05075,46,1142,0.03802,0.06349
2010,1st Quintile,Rural regions,No,0.94925,1096,1142,0.93651,0.96198
2010,2nd Quintile,Urban regions,Yes,0.06036,65,1758,0.04922,0.07149
2010,2nd Quintile,Urban regions,No,0.93964,1693,1758,0.92851,0.95078
2010,2nd Quintile,Rural regions,Yes,0.04950,49,1162,0.03703,0.06198
2010,2nd Quintile,Rural regions,No,0.95050,1113,1162,0.93802,0.96297
2010,3rd Quintile,Urban regions,Yes,0.03842,50,1551,0.02885,0.04799
2010,3rd Quintile,Urban regions,No,0.96158,1501,1551,0.95201,0.97115
2010,3rd Quintile,Rural regions,Yes,0.04570,52,1006,0.03279,0.05861
2010,3rd Quintile,Rural regions,No,0.95430,954,1006,0.94139,0.96721
2010,4th Quintile,Urban regions,Yes,0.04269,46,1667,0.03298,0.05240
2010,4th Quintile,Urban regions,No,0.95731,1621,1667,0.94760,0.96702
2010,4th Quintile,Rural regions,No,0.95790,762,762,0.94363,0.97217
2010,5th Quintile,Urban regions,Yes,0.02791,42,2103,0.02087,0.03495
2010,5th Quintile,Urban regions,No,0.97209,2061,2103,0.96505,0.97913
2010,5th Quintile,Rural regions,No,0.97819,594,594,0.96644,0.98995
2011,1st Quintile,Urban regions,Yes,0.03233,76,2283,0.02507,0.03958
2011,1st Quintile,Urban regions,No,0.96767,2207,2283,0.96042,0.97493
2011,1st Quintile,Rural regions,Yes,0.03882,49,1423,0.02878,0.04886
2011,1st Quintile,Rural regions,No,0.96118,1374,1423,0.95114,0.97122
2011,2nd Quintile,Urban regions,Yes,0.04742,80,2025,0.03816,0.05668
2011,2nd Quintile,Urban regions,No,0.95239,1945,2025,0.94312,0.96167
2011,2nd Quintile,Rural regions,Yes,0.04742,60,1386,0.03623,0.05862
2011,2nd Quintile,Rural regions,No,0.95258,1326,1386,0.94138,0.96377
2011,3rd Quintile,Urban regions,Yes,0.03310,62,1983,0.02523,0.04098
2011,3rd Quintile,Urban regions,No,0.96690,1921,1983,0.95902,0.97477
2011,3rd Quintile,Rural regions,Yes,0.04570,54,1240,0.03408,0.05733
2011,3rd Quintile,Rural regions,No,0.95430,1186,1240,0.94267,0.96592
2011,4th Quintile,Urban regions,Yes,0.04012,66,2072,0.03167,0.04857
2011,4th Quintile,Urban regions,No,0.95988,2006,2072,0.95143,0.96833
2011,4th Quintile,Rural regions,Yes,0.03970,42,991,0.02754,0.05186
2011,4th Quintile,Rural regions,No,0.96030,949,991,0.94814,0.97246
2011,5th Quintile,Urban regions,Yes,0.02755,44,2390,0.02098,0.03411
2011,5th Quintile,Urban regions,No,0.97245,2346,2390,0.96589,0.97902
2011,5th Quintile,Rural regions,No,0.97439,782,782,0.96331,0.98547
2012,1st Quintile,Urban regions,Yes,0.04182,74,2196,0.03344,0.05019
2012,1st Quintile,Urban regions,No,0.95818,2122,2196,0.94981,0.96656
2012,1st Quintile,Rural regions,Yes,0.04617,48,1402,0.03518,0.05716
2012,1st Quintile,Rural regions,No,0.95383,1354,1402,0.94284,0.96482
2012,2nd Quintile,Urban regions,Yes,0.05311,90,2023,0.04334,0.06289
2012,2nd Quintile,Urban regions,No,0.94689,1933,2023,0.93711,0.95666
2012,2nd Quintile,Rural regions,Yes,0.06343,73,1287,0.05011,0.07675
2012,2nd Quintile,Rural regions,No,0.93657,1214,1287,0.92325,0.94989
2012,3rd Quintile,Urban regions,Yes,0.04285,76,1951,0.03387,0.05184
2012,3rd Quintile,Urban regions,No,0.95715,1875,1951,0.94816,0.96613
2012,3rd Quintile,Rural regions,Yes,0.04367,46,1251,0.03234,0.05500
2012,3rd Quintile,Rural regions,No,0.95633,1205,1251,0.94500,0.96766
2012,4th Quintile,Urban regions,Yes,0.03323,57,1957,0.02528,0.04117
2012,4th Quintile,Urban regions,No,0.96677,1900,1957,0.95883,0.97472
2012,4th Quintile,Rural regions,Yes,0.04178,41,1072,0.02979,0.05376
2012,4th Quintile,Rural regions,No,0.95822,1031,1072,0.94624,0.97021
2012,5th Quintile,Urban regions,Yes,0.01963,33,2318,0.01398,0.02528
2012,5th Quintile,Urban regions,No,0.98037,2285,2318,0.97472,0.98602
2012,5th Quintile,Rural regions,No,0.96711,812,812,0.95484,0.97939
2013,1st Quintile,Urban regions,Yes,0.03578,99,2767,0.02886,0.04270
2013,1st Quintile,Urban regions,No,0.96422,2668,2767,0.95730,0.97114
2013,1st Quintile,Rural regions,Yes,0.06505,72,1473,0.05245,0.07765
2013,1st Quintile,Rural regions,No,0.93495,1401,1473,0.92235,0.94755
2013,2nd Quintile,Urban regions,Yes,0.05232,99,2390,0.04339,0.06125
2013,2nd Quintile,Urban regions,No,0.94768,2291,2390,0.93875,0.95661
2013,2nd Quintile,Rural regions,Yes,0.06138,73,1468,0.04910,0.07366
2013,2nd Quintile,Rural regions,No,0.93862,1395,1468,0.92634,0.95090
2013,3rd Quintile,Urban regions,Yes,0.04016,78,2162,0.03188,0.04844
2013,3rd Quintile,Urban regions,No,0.95984,2084,2162,0.95156,0.96812
2013,3rd Quintile,Rural regions,Yes,0.04679,54,1226,0.03496,0.05862
2013,3rd Quintile,Rural regions,No,0.95321,1172,1226,0.94138,0.96504
2013,4th Quintile,Urban regions,Yes,0.02945,54,2050,0.02213,0.03678
2013,4th Quintile,Urban regions,No,0.97055,1996,2050,0.96322,0.97787
2013,4th Quintile,Rural regions,Yes,0.03343,40,1064,0.02262,0.04424
2013,4th Quintile,Rural regions,No,0.96657,1024,1064,0.95576,0.97738
2013,5th Quintile,Urban regions,Yes,0.02444,51,2474,0.01836,0.03053
2013,5th Quintile,Urban regions,No,0.97556,2423,2474,0.96947,0.98164
2013,5th Quintile,Rural regions,No,0.96316,759,759,0.94975,0.97657
2014,1st Quintile,Urban regions,Yes,0.04295,94,2227,0.03453,0.05137
2014,1st Quintile,Urban regions,No,0.95705,2133,2227,0.94863,0.96547
2014,1st Quintile,Rural regions,Yes,0.04409,56,1226,0.03259,0.05558
2014,1st Quintile,Rural regions,No,0.95591,1170,1226,0.94442,0.96741
2014,2nd Quintile,Urban regions,Yes,0.06259,100,2031,0.05205,0.07312
2014,2nd Quintile,Urban regions,No,0.93741,1931,2031,0.92688,0.94795
2014,2nd Quintile,Rural regions,Yes,0.06460,72,1284,0.05115,0.07805
2014,2nd Quintile,Rural regions,No,0.93540,1212,1284,0.92195,0.94885
2014,3rd Quintile,Urban regions,Yes,0.04989,83,1942,0.04021,0.05958
2014,3rd Quintile,Urban regions,No,0.95011,1859,1942,0.94042,0.95979
2014,3rd Quintile,Rural regions,Yes,0.04769,50,1166,0.03545,0.05993
2014,3rd Quintile,Rural regions,No,0.94945,1116,1166,0.93687,0.96203
2014,4th Quintile,Urban regions,Yes,0.02184,55,1936,0.01533,0.02836
2014,4th Quintile,Urban regions,No,0.97785,1881,1936,0.97129,0.98441
2014,4th Quintile,Rural regions,Yes,0.05388,51,990,0.03981,0.06795
2014,4th Quintile,Rural regions,No,0.94612,939,990,0.93205,0.96019
2014,5th Quintile,Urban regions,Yes,0.02183,45,2260,0.01580,0.02786
2014,5th Quintile,Urban regions,No,0.97817,2215,2260,0.97214,0.98420
2014,5th Quintile,Rural regions,No,0.97326,733,733,0.96157,0.98494
2015,1st Quintile,Urban regions,Yes,0.04135,86,2312,0.03324,0.04947
2015,1st Quintile,Urban regions,No,0.95865,2226,2312,0.95053,0.96676
2015,1st Quintile,Rural regions,Yes,0.03205,49,1239,0.02224,0.04186
2015,1st Quintile,Rural regions,No,0.96795,1190,1239,0.95814,0.97776
2015,2nd Quintile,Urban regions,Yes,0.05660,94,2061,0.04662,0.06658
2015,2nd Quintile,Urban regions,No,0.94340,1967,2061,0.93342,0.95338
2015,2nd Quintile,Rural regions,Yes,0.05834,71,1322,0.04570,0.07098
2015,2nd Quintile,Rural regions,No,0.94166,1251,1322,0.92902,0.95430
2015,3rd Quintile,Urban regions,Yes,0.04763,72,1912,0.03808,0.05718
2015,3rd Quintile,Urban regions,No,0.95237,1840,1912,0.94282,0.96192
2015,3rd Quintile,Rural regions,Yes,0.05271,53,1106,0.03953,0.06588
2015,3rd Quintile,Rural regions,No,0.94729,1053,1106,0.93412,0.96047
2015,4th Quintile,Urban regions,Yes,0.03113,49,1858,0.02323,0.03903
2015,4th Quintile,Urban regions,No,0.96887,1809,1858,0.96097,0.97677
2015,4th Quintile,Rural regions,Yes,0.04026,38,972,0.02790,0.05262
2015,4th Quintile,Rural regions,No,0.95974,934,972,0.94738,0.97210
2015,5th Quintile,Urban regions,Yes,0.02162,42,2235,0.01559,0.02765
2015,5th Quintile,Urban regions,No,0.97838,2193,2235,0.97235,0.98441
2015,5th Quintile,Rural regions,No,0.96933,716,716,0.95669,0.98197
2016,1st Quintile,Urban regions,Yes,0.03992,213,3435,0.03337,0.04647
2016,1st Quintile,Urban regions,No,0.95988,3222,3435,0.95332,0.96645
2016,1st Quintile,Rural regions,Yes,0.03752,90,1760,0.02864,0.04640
2016,1st Quintile,Rural regions,No,0.96245,1670,1760,0.95356,0.97133
2016,2nd Quintile,Urban regions,Yes,0.05762,85,1848,0.04699,0.06824
2016,2nd Quintile,Urban regions,No,0.94107,1763,1848,0.93033,0.95181
2016,2nd Quintile,Rural regions,Yes,0.06991,73,1192,0.05543,0.08439
2016,2nd Quintile,Rural regions,No,0.93009,1119,1192,0.91561,0.94457
2016,3rd Quintile,Urban regions,Yes,0.05046,67,1725,0.04013,0.06080
2016,3rd Quintile,Urban regions,No,0.94954,1658,1725,0.93920,0.95987
2016,3rd Quintile,Rural regions,Yes,0.07042,65,1018,0.05470,0.08615
2016,3rd Quintile,Rural regions,No,0.92958,953,1018,0.91385,0.94530
2016,4th Quintile,Urban regions,Yes,0.04189,57,1761,0.03253,0.05125
2016,4th Quintile,Urban regions,No,0.95811,1704,1761,0.94875,0.96747
2016,4th Quintile,Rural regions,Yes,0.04060,35,901,0.02771,0.05350
2016,4th Quintile,Rural regions,No,0.95940,866,901,0.94650,0.97229
2016,5th Quintile,Urban regions,Yes,0.02128,45,2050,0.01503,0.02753
2016,5th Quintile,Urban regions,No,0.97872,2005,2050,0.97247,0.98497
2016,5th Quintile,Rural regions,No,0.96297,680,680,0.94877,0.97717
2017,1st Quintile,Urban regions,Yes,0.04674,202,3707,0.03994,0.05353
2017,1st Quintile,Urban regions,No,0.95262,3505,3707,0.94578,0.95946
2017,1st Quintile,Rural regions,Yes,0.03791,87,1937,0.02940,0.04642
2017,1st Quintile,Rural regions,No,0.96197,1850,1937,0.95345,0.97049
2017,2nd Quintile,Urban regions,Yes,0.06306,93,2027,0.05247,0.07364
2017,2nd Quintile,Urban regions,No,0.93538,1934,2027,0.92468,0.94609
2017,2nd Quintile,Rural regions,Yes,0.07512,81,1302,0.06080,0.08945
2017,2nd Quintile,Rural regions,No,0.92488,1221,1302,0.91055,0.93920
2017,3rd Quintile,Urban regions,Yes,0.04693,74,1913,0.03745,0.05641
2017,3rd Quintile,Urban regions,No,0.95307,1839,1913,0.94359,0.96255
2017,3rd Quintile,Rural regions,Yes,0.04113,55,1193,0.02986,0.05241
2017,3rd Quintile,Rural regions,No,0.95728,1138,1193,0.94580,0.96876
2017,4th Quintile,Urban regions,Yes,0.03700,59,2016,0.02876,0.04524
2017,4th Quintile,Urban regions,No,0.96300,1957,2016,0.95476,0.97124
2017,4th Quintile,Rural regions,Yes,0.06771,53,1031,0.05237,0.08306
2017,4th Quintile,Rural regions,No,0.93229,978,1031,0.91694,0.94763
2017,5th Quintile,Urban regions,Yes,0.02054,45,2321,0.01477,0.02631
2017,5th Quintile,Urban regions,No,0.97946,2276,2321,0.97369,0.98523
2017,5th Quintile,Rural regions,Yes,0.03918,31,774,0.02550,0.05285
2017,5th Quintile,Rural regions,No,0.96082,743,774,0.94715,0.97450
2018,1st Quintile,Urban regions,Yes,0.04542,224,3590,0.03861,0.05224
2018,1st Quintile,Urban regions,No,0.95425,3366,3590,0.94741,0.96108
2018,1st Quintile,Rural regions,Yes,0.03824,98,1777,0.02932,0.04716
2018,1st Quintile,Rural regions,No,0.96176,1679,1777,0.95284,0.97068
2018,2nd Quintile,Urban regions,Yes,0.05756,118,2157,0.04773,0.06739
2018,2nd Quintile,Urban regions,No,0.94244,2039,2157,0.93261,0.95227
2018,2nd Quintile,Rural regions,Yes,0.06212,79,1292,0.04895,0.07528
2018,2nd Quintile,Rural regions,No,0.93788,1213,1292,0.92472,0.95105
2018,3rd Quintile,Urban regions,Yes,0.05690,83,1903,0.04649,0.06731
2018,3rd Quintile,Urban regions,No,0.94310,1820,1903,0.93269,0.95351
2018,3rd Quintile,Rural regions,Yes,0.05155,56,1099,0.03847,0.06463
2018,3rd Quintile,Rural regions,No,0.94845,1043,1099,0.93537,0.96153
2018,4th Quintile,Urban regions,Yes,0.04928,80,1934,0.03963,0.05893
2018,4th Quintile,Urban regions,No,0.95062,1854,1934,0.94096,0.96028
2018,4th Quintile,Rural regions,Yes,0.05619,43,965,0.04166,0.07073
2018,4th Quintile,Rural regions,No,0.94355,922,965,0.92899,0.95812
2018,5th Quintile,Urban regions,Yes,0.02316,50,2243,0.01693,0.02938
2018,5th Quintile,Urban regions,No,0.97684,2193,2243,0.97062,0.98307
2018,5th Quintile,Rural regions,No,0.95475,746,746,0.93982,0.96967
2019,1st Quintile,Urban regions,Yes,0.05085,189,3344,0.04341,0.05830
2019,1st Quintile,Urban regions,No,0.94904,3155,3344,0.94158,0.95649
2019,1st Quintile,Rural regions,Yes,0.03601,75,1594,0.02686,0.04516
2019,1st Quintile,Rural regions,No,0.96399,1519,1594,0.95484,0.97314
2019,2nd Quintile,Urban regions,Yes,0.06162,107,1868,0.05072,0.07253
2019,2nd Quintile,Urban regions,No,0.93838,1761,1868,0.92747,0.94928
2019,2nd Quintile,Rural regions,Yes,0.07030,76,1195,0.05580,0.08480
2019,2nd Quintile,Rural regions,No,0.92970,1119,1195,0.91520,0.94420
2019,3rd Quintile,Urban regions,Yes,0.05676,83,1780,0.04601,0.06751
2019,3rd Quintile,Urban regions,No,0.94324,1697,1780,0.93249,0.95399
2019,3rd Quintile,Rural regions,Yes,0.05542,54,1037,0.04149,0.06935
2019,3rd Quintile,Rural regions,No,0.94458,983,1037,0.93065,0.95851
2019,4th Quintile,Urban regions,Yes,0.04242,82,1864,0.03327,0.05158
2019,4th Quintile,Urban regions,No,0.95758,1782,1864,0.94842,0.96673
2019,4th Quintile,Rural regions,Yes,0.05685,51,991,0.04242,0.07127
2019,4th Quintile,Rural regions,No,0.94315,940,991,0.92873,0.95758
2019,5th Quintile,Urban regions,Yes,0.02640,74,3094,0.02075,0.03205
2019,5th Quintile,Urban regions,No,0.97360,3020,3094,0.96795,0.97925
2019,5th Quintile,Rural regions,No,0.97558,1133,1133,0.96659,0.98457
2020,1st Quintile,Urban regions,Yes,0.04909,202,4380,0.04270,0.05549
2020,1st Quintile,Urban regions,No,0.95011,4178,4380,0.94366,0.95656
2020,1st Quintile,Rural regions,Yes,0.05693,95,1701,0.04592,0.06794
2020,1st Quintile,Rural regions,No,0.94143,1606,1701,0.93026,0.95259
2020,2nd Quintile,Urban regions,Yes,0.06451,108,2230,0.05431,0.07471
2020,2nd Quintile,Urban regions,No,0.93544,2122,2230,0.92524,0.94564
2020,2nd Quintile,Rural regions,Yes,0.06547,76,1270,0.05186,0.07907
2020,2nd Quintile,Rural regions,No,0.92948,1194,1270,0.91539,0.94356
2020,3rd Quintile,Urban regions,Yes,0.05409,80,1878,0.04386,0.06433
2020,3rd Quintile,Urban regions,No,0.94233,1798,1878,0.93178,0.95288
2020,3rd Quintile,Rural regions,Yes,0.06348,58,1016,0.04848,0.07848
2020,3rd Quintile,Rural regions,No,0.93201,958,1016,0.91653,0.94750
2020,4th Quintile,Urban regions,Yes,0.04890,79,1932,0.03928,0.05852
2020,4th Quintile,Urban regions,No,0.94859,1853,1932,0.93874,0.95844
2020,4th Quintile,Rural regions,Yes,0.04802,40,939,0.03434,0.06170
2020,4th Quintile,Rural regions,No,0.94910,899,939,0.93504,0.96317
2020,5th Quintile,Urban regions,Yes,0.02928,66,2778,0.02301,0.03556
2020,5th Quintile,Urban regions,No,0.96957,2712,2778,0.96318,0.97596
2020,5th Quintile,Rural regions,No,0.97053,949,949,0.95977,0.98130
2021,1st Quintile,Urban regions,Yes,0.05982,177,2300,0.05013,0.06952
2021,1st Quintile,Urban regions,No,0.93817,2123,2300,0.92832,0.94801
2021,1st Quintile,Rural regions,Yes,0.06439,72,937,0.04866,0.08011
2021,1st Quintile,Rural regions,No,0.93561,865,937,0.91989,0.95134
2021,2nd Quintile,Urban regions,Yes,0.06426,92,1488,0.05179,0.07672
2021,2nd Quintile,Urban regions,No,0.93091,1396,1488,0.91801,0.94380
2021,2nd Quintile,Rural regions,Yes,0.07127,73,884,0.05430,0.08824
2021,2nd Quintile,Rural regions,No,0.92873,811,884,0.91176,0.94570
2021,3rd Quintile,Urban regions,Yes,0.05920,66,1339,0.04655,0.07185
2021,3rd Quintile,Urban regions,No,0.93872,1273,1339,0.92587,0.95157
2021,3rd Quintile,Rural regions,Yes,0.06146,44,732,0.04405,0.07887
2021,3rd Quintile,Rural regions,No,0.93841,688,732,0.92098,0.95584
2021,4th Quintile,Urban regions,Yes,0.04611,57,1414,0.03518,0.05705
2021,4th Quintile,Urban regions,No,0.95326,1357,1414,0.94226,0.96427
2021,4th Quintile,Rural regions,No,0.93285,655,655,0.91367,0.95203
2021,5th Quintile,Urban regions,Yes,0.04753,52,2030,0.03827,0.05678
2021,5th Quintile,Urban regions,No,0.95134,1978,2030,0.94197,0.96070
2021,5th Quintile,Rural regions,No,0.96148,676,676,0.94696,0.97600
2022,1st Quintile,Urban regions,Yes,0.04914,186,3631,0.04211,0.05617
2022,1st Quintile,Urban regions,No,0.94294,3445,3631,0.93539,0.95048
2022,1st Quintile,Rural regions,Yes,0.05199,87,1612,0.04115,0.06283
2022,1st Quintile,Rural regions,No,0.93901,1525,1612,0.92733,0.95070
2022,2nd Quintile,Urban regions,Yes,0.05927,133,2783,0.05050,0.06805
2022,2nd Quintile,Urban regions,No,0.93780,2650,2783,0.92883,0.94678
2022,2nd Quintile,Rural regions,Yes,0.06604,80,1388,0.05297,0.07912
2022,2nd Quintile,Rural regions,No,0.93390,1308,1388,0.92082,0.94697
2022,3rd Quintile,Urban regions,Yes,0.05752,111,2328,0.04806,0.06698
2022,3rd Quintile,Urban regions,No,0.93903,2217,2328,0.92930,0.94875
2022,3rd Quintile,Rural regions,Yes,0.07991,77,1151,0.06423,0.09558
2022,3rd Quintile,Rural regions,No,0.92009,1074,1151,0.90442,0.93577
2022,4th Quintile,Urban regions,Yes,0.05215,76,2373,0.04321,0.06110
2022,4th Quintile,Urban regions,No,0.94479,2297,2373,0.93560,0.95398
2022,4th Quintile,Rural regions,Yes,0.07595,57,1075,0.06010,0.09179
2022,4th Quintile,Rural regions,No,0.92049,1018,1075,0.90431,0.93667
2022,5th Quintile,Urban regions,Yes,0.04113,72,2802,0.03378,0.04849
2022,5th Quintile,Urban regions,No,0.95755,2730,2802,0.95009,0.96502
2022,5th Quintile,Rural regions,No,0.95611,1007,1007,0.94345,0.96877
